Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
9128a702-e7c0-3de8-9fee-c26b42e20a04,52ecddd8-42f6-35cc-88a5-cf474c02fb49,Javier97 Otero621,M,GENERAL PRACTICE,94 OBERY STREET,PLYMOUTH,MA,023602130,41.93725,-70.65503160208334,17,0
d8102a42-3ed2-331a-9665-9cabb2eaebc6,592a8cbc-999b-3060-89e3-60925fa3c349,Voncile324 Hintz995,F,GENERAL PRACTICE,865 CENTRAL AVE,NEEDHAM,MA,024921316,42.2905133,-71.25420518075296,29,0
4c7224b8-fe4c-3d51-8c44-d8bb1a5cac2a,05bcaa3e-aa5d-3b03-ba26-7e4d2e083681,Kurt412 Howe413,M,GENERAL PRACTICE,1 LOVE LN,SOUTH DENNIS,MA,026603445,41.699084799999994,-70.13271830347861,1,0
7868e6de-01a6-3b61-b05d-15d1a797c8b6,2b376b69-72ac-3d68-aceb-018e82b8fc8f,Lucas404 Klocko335,M,GENERAL PRACTICE,113 CENTRAL AVE,HYDE PARK,MA,021363021,42.26077065,-71.1187885119897,2,0
5a205337-3fc4-31df-863c-412c52078303,3f4167a5-1477-35da-a456-fc05c8858aa7,Ouida808 Bednar518,F,GENERAL PRACTICE,244 MAIN STREET ANNEX,WORCESTER,MA,016023339,42.2625621,-71.8018877,41,0
240449c6-166c-38bb-a6ac-285c0e32504f,fa564970-fde4-332c-91d9-c0747b032d3e,Jennefer743 Hudson301,F,GENERAL PRACTICE,34 SOUTH LINCOLN STREET,NATICK,MA,017606049,42.2731232,-71.3105334275248,25,0
7c175d5a-66a3-3d90-ad06-9d5716185430,39104cad-5228-3e07-9b3e-3ad736b33d5d,Hilda552 Muller251,F,GENERAL PRACTICE,200 PROVIDENCE HWY,DEDHAM,MA,020261881,42.22214545274341,-71.18159060546684,30,0
a6acd350-fd2c-3286-bca6-4d47b7060c8a,1311c44a-85cb-3aea-a143-e5d7892ced8b,Rudolf736 Reinger292,M,GENERAL PRACTICE,300 KENSINGTON AVE,SPRINGFIELD,MA,011071139,42.091896,-72.559437,33,0
8c829c39-5532-319b-9104-88a7fd678504,5fab4eec-522e-334a-a3e0-41605e009495,Lyla842 Fadel536,F,GENERAL PRACTICE,485 FRANKLIN ST,FRAMINGHAM,MA,017026215,42.2901292,-71.42823088074331,1,0
a5e4348c-4d52-3441-aa64-9306220a3af5,817a1428-2045-3e89-9fa2-ef7d287d6fa5,Dana512 Schuster709,M,GENERAL PRACTICE,70-71 N PARISH RD,LAWRENCE,MA,01843,42.690315,-71.150015,74,0
8675f35a-b8ef-3957-827b-6fc7a1334503,b4359169-6bc8-3e93-9e0c-19c6bf518e58,Hallie315 Auer97,F,GENERAL PRACTICE,126 MONUMENT ST,HAVERHILL,MA,018322527,42.78715445,-71.10946686154523,1,0
b6a5d8bd-e9c5-3024-816e-4cb01fa3813c,4846e68f-845b-38e6-aa40-48196bf9ff0e,Carylon722 Corwin846,F,GENERAL PRACTICE,130 COLRAIN RD,GREENFIELD,MA,013019625,42.59140995,-72.62336230812821,4,0
f8a96fe0-3c7a-316f-9837-4c02aea72755,667b46fe-0afa-3f70-a311-bbe3d52db050,Mickey576 Borer986,F,GENERAL PRACTICE,757 BOSTON POST RD,WORCESTER,MA,016071728,42.231371,-72.165386,8,0
ace787f0-7b57-32ec-b9bc-e5ae11b25461,0ff7cb48-0c93-31cf-9442-0b034084d588,Rodrick370 Kreiger457,M,GENERAL PRACTICE,2 BEAUMONT AVE,BROCKTON,MA,023023302,42.0835203,-70.98856021035954,1,0
784bf906-9a59-3305-b4fc-1732251e1246,50a91b37-cb62-3883-aa31-33802f142c2d,Forrest301 Bashirian201,M,GENERAL PRACTICE,65 WALNUT ST,WELLESLEY,MA,024812112,42.324730450000004,-71.25364984557581,45,0
0860a3e1-df86-34bf-acab-db36d27c34bd,a4af40b8-0ddb-34bb-ae4a-95a17e9ad6f3,Tambra47 Heaney114,F,GENERAL PRACTICE,100 MYLES STANDISH BOULEVARD  SUITE 103,TAUNTON,MA,027807340,41.948930849999996,-71.14141318475193,15,0
d78b31bf-124f-3b0b-b41d-10719f8ca260,f945589f-88aa-366b-9e9d-2418d091112d,Ulysses632 Ziemann98,M,GENERAL PRACTICE,105 ERDMAN WAY,LEOMINSTER,MA,014531805,42.54685255,-71.75737313871981,28,0
49505078-6b5c-3a32-bacd-db1fe4f8d605,dd913783-9448-36f9-816d-37199011617b,Berniece493 Corkery305,F,GENERAL PRACTICE,7 HARVARD ST STE 220,BROOKLINE,MA,024457979,42.333476142857144,-71.11868571428572,22,0
22f1138a-5ab9-392e-a7f7-57979b276065,775df862-d2d1-3a68-9814-043f6aa6ea66,Rueben647 Barrows492,M,GENERAL PRACTICE,770 CONVERSE ST,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,5,0
d4a27fbe-1a05-39d5-a2e3-bdd6081d5147,fe675917-7b09-3afd-a6e6-128cc4de4734,Chery887 Kohler843,F,GENERAL PRACTICE,319A ALLSTON STREET,BRIGHTON,MA,021357652,42.345093,-71.139804,9,0
e836ce10-2d56-395c-be04-4ba9c841b322,bdc3ee76-9cf3-316d-b202-a8da1ea3fa20,Laverna97 Rippin620,F,GENERAL PRACTICE,130 RUMFORD AVENUE  SUITE 211,AUBURNDALE,MA,024661370,42.35853505,-71.24125521214887,17,0
9d9e2c19-d565-326f-9fe1-1f7ea08e82fe,7f08f09e-c5f7-38cd-83ba-ddafedd88a13,Shayne60 Pacocha935,M,GENERAL PRACTICE,133 SALEM ST,REVERE,MA,021511114,42.43833805,-71.01730877599738,2,0
62f050bc-334e-3fc3-bdd1-ff342b28b1c4,643eac8e-1620-3b6a-b9f3-664b003d22cd,Frederick289 Kiehn525,M,GENERAL PRACTICE,34 GIFFORD ST,NEW BEDFORD,MA,027442610,41.6177929,-70.91890087055067,139,0
ed1d18ec-c153-3a4a-955f-1f504a550226,8e3ca57f-6f74-3d61-9803-ab1424290216,Humberto482 Mann644,M,GENERAL PRACTICE,89 MORTON STREET,ANDOVER,MA,018102036,42.6551409,-71.12857340697036,12,0
36c0e90b-fff5-3974-b97a-c66b261fc357,5fcff9db-16e4-3e56-aa78-abbc16338097,Margene509 Schamberger479,F,GENERAL PRACTICE,295 VARNUM AVE,WESTFORD,MA,018863513,42.5792583,-71.4378411,328,0
eae6d981-54e1-38cf-919b-47f885177411,fa09396a-2926-3b21-ad0c-9f6cabbce0eb,Raquel318 Zaragoza109,F,GENERAL PRACTICE,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,5,0
e34563ba-b426-36f2-89e7-8eb4ae05483b,40c01d75-1542-3e0b-8e5f-78d3031beba1,Daysi106 Reynolds644,F,GENERAL PRACTICE,505 PARADISE RD,SALEM,MA,019704267,42.485927,-70.900301,61,0
73a58a2c-0d42-3e2a-b7c4-3ac922194b7f,84abfbd5-41c1-3df4-9b31-7ca93cb2309a,Cole117 Block661,M,GENERAL PRACTICE,85 HERRICK ST,BEVERLY,MA,019151790,42.56415055,-70.8751357650672,125,0
380fa6cb-0575-30c0-910a-9eec324afb2c,cce87420-edd2-3473-9d82-5633f05186a7,Filiberto722 Keebler762,M,GENERAL PRACTICE,121 NORTHBORO RD E,MARLBOROUGH,MA,017521844,42.3420796,-71.58749123634463,1,0
2ccb5647-f54d-324f-a9e1-0fb6965292c6,1ddd51d1-7297-3c3b-bad5-98aecd5e4a79,Dinah304 Kub800,F,GENERAL PRACTICE,127 CAMBRIDGE STREET  SUTIE #2B,BURLINGTON,MA,018033735,42.50188325,-71.19559351572005,12,0
baf9e82a-08a1-38a0-8d0b-2574503fc74c,4cb90b5f-734d-322f-a2f2-776824e1ce35,Irvin970 Emard19,M,GENERAL PRACTICE,770 CONVERSE STREET,LONGMEADOW,MA,011061719,42.0639853,-72.5521444,129,0
0c541a8b-c571-3048-bd77-c2b6a74e9f4e,2e1eaaf1-ebb0-332c-8921-f48e15b91879,Delmer311 Nolan344,M,GENERAL PRACTICE,2 SEAPORT DRIVE,QUINCY,MA,021711599,42.29287335,-71.03019020136307,24,0
8493ad95-2858-3512-905a-bf16da77b3d1,c272e12f-e154-3fee-b05d-b7c0cab2657d,Trinidad33 King743,M,GENERAL PRACTICE,800 WASHINGTON ST,NORWOOD,MA,020623487,42.1886973,-71.2005241,248,0
adb80800-3405-3c95-b3f2-54c08b966064,b66db758-a205-3227-9cfb-bf19d2c1962d,Noreen211 Stroman228,F,GENERAL PRACTICE,121 HARVARD AVENUE  2ND FL,ALLSTON,MA,021342702,42.35241825,-71.13220132573996,11,0
ef44f4ac-e77a-30b3-a381-3ec49f91d618,b99b7849-2b53-33fb-8ce2-e3a95f17ae51,Diego848 Pouros728,M,GENERAL PRACTICE,910 BOSTON POST ROAD SUITE 320,MARLBOROUGH,MA,017523761,42.355106,-71.47654,4,0
9030e462-509f-36f1-934b-a5505530c34e,f6a306cf-7bd6-35f4-a6b7-2d07d273914c,Ariel183 Von197,M,GENERAL PRACTICE,63 FOUNTAIN ST STE 402,FRAMINGHAM,MA,017026280,42.27595495,-71.42631150114194,61,0
fb11780b-7878-3587-a382-fec4efe0cf27,32fcdfba-8c93-30f4-b15b-dd3b65c29deb,Jody426 Bernhard322,M,GENERAL PRACTICE,20 NORTH MAPLE STREET,HADLEY,MA,010359715,42.3615107,-72.55261320852942,8,0
2dadf835-6108-3a8d-b3ea-6cd170bd037c,0ddb0329-b59d-3187-874c-602c649249c8,Lynn917 Cassin499,F,GENERAL PRACTICE,115 W SILVER ST,WESTFIELD,MA,010853678,42.1178811,-72.75935246865802,273,0
ddb09282-e6e3-3f00-a7b6-97dbc227e000,1e3ca321-fbbb-3546-b9ea-c3761a20324a,Clotilde434 Howe413,F,GENERAL PRACTICE,605 Lincoln Street,Worcester,MA,01605,42.297756,-71.766815,133,0
75a52a60-57d2-31bf-b18f-699c68b4d309,764bf964-6ab7-30eb-885b-3d713ca43265,Wayne846 Wilderman619,M,GENERAL PRACTICE,ROUTE 6   P O BOX 1430,WELLFLEET,MA,026677402,41.936423,-70.021074,39,0
606934c9-4695-384f-bffc-69934bcff370,2cf06ddc-4c55-3c91-98f1-fb0188079c27,Shelby741 Rolfson709,M,GENERAL PRACTICE,10 VETERANS MEMORIAL DRIVE,MILFORD,MA,017572900,42.14682295,-71.50153080894427,5,0
25589344-d982-338a-bd52-d2d5d343840d,d85d8f19-03ac-3ad5-957d-e8a36f7002de,Ellis535 Muller251,M,GENERAL PRACTICE,165 TOR CT,PITTSFIELD,MA,012013001,42.457583299999996,-73.2812227954125,7,0
95b81024-c0a1-3e58-98de-ecac9b15bbca,02c936e2-3aee-38b2-88a4-81f3689b7bb7,Royce974 Kohler843,F,GENERAL PRACTICE,120 FISHER AVENUE,BOSTON,MA,021203320,42.3276141,-71.1051603,19,0
c71bc2ff-c435-3852-9c5c-5d59d135c0bc,5f7663da-4b19-3629-b8f2-fb07d75421d9,Savanna736 Johnson679,F,GENERAL PRACTICE,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,62,0
1e04c896-b38c-3211-90b1-aa7e4d715f5e,609ec9f1-e806-3427-b912-9e3b2915521d,Cherrie404 Conn188,F,GENERAL PRACTICE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,3,0
a5a18e96-bf9e-3718-a252-1892717e71c4,5fa5e611-be3d-3ebb-8f71-124325f6005f,Rachele486 Nikolaus26,F,GENERAL PRACTICE,480 ROUTE 6A,EAST SANDWICH,MA,025371438,41.742172,-70.45251,107,0
d13abcf9-d98a-3018-9ab8-cdc14706b835,9fd71acd-3535-353d-975f-ed7dbf5f9961,Yvette315 Herzog843,F,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,01440,42.586896550000006,-71.98672640006858,37,0
26ea39a4-6a12-39ce-83a8-d8914677f664,e93b27a8-6507-3595-84a5-f899ce23a72d,Gertha313 Sanford861,F,GENERAL PRACTICE,70 EAST STREET,NORTH ANDOVER,MA,018456144,42.6839894,-71.1127065,72,0
98d6ea90-2d51-3200-a7f5-222206dfe8f7,2b84e56e-08b4-3078-b3ea-4d159208e065,Barton704 Bahringer146,M,GENERAL PRACTICE,1029 PLEASANT ST,BRIDGEWATER,MA,023242301,41.9718173,-71.00937893001648,126,0
f7797fd2-9e40-3e65-b1c2-6d4083c8ee74,7b9a19b2-d900-3f93-a47b-4b88491fb57b,Tommy814 Witting912,F,GENERAL PRACTICE,308 KINGSTOWN WAY,DUXBURY,MA,023324647,42.030389650000004,-70.73959947632582,4,0
1ef293d4-d823-309b-9dfd-65a1e8d20e49,4ffa4412-1493-3beb-b8f0-6614dde953a4,Sulema841 Ryan260,F,GENERAL PRACTICE,363 HIGHLAND AVENUE,WAREHAM,MA,025715011,41.745636,-70.658192,1048,0
f73f8f3d-7bb9-3b08-955c-863fcb23f49d,ede4a423-6258-3ef5-b5ba-0fa6bb579563,Pablo44 Paucek755,M,GENERAL PRACTICE,326 NICHOLS ROAD,FITCHBURG,MA,014205478,42.5974358,-71.80761197366103,28,0
7cb90205-0bec-3dd1-b2d4-a40ae58e0386,a14e698d-a9ba-3eae-9c8b-682ec726433d,Brian582 Cummerata161,M,GENERAL PRACTICE,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,165,0
eb281df5-5366-37b3-8b78-5257a302ed30,dd9914b0-9491-3330-a890-d34e95e497ea,Débora815 Rojas511,F,GENERAL PRACTICE,1061 PLEASANT ST,NEW BEDFORD,MA,027406728,41.64280275,-70.92865004309593,121,0
28b2ff9d-c83f-398b-8027-39504f133eb0,a247ed53-5f17-3eb5-87be-1d2257fa1579,Kayleigh718 Weissnat378,F,GENERAL PRACTICE,44 KEYSTONE DR,LEOMINSTER,MA,014531904,42.55144955,-71.74402465363428,1,0
f3633f0e-c569-3cdb-8c2a-5594c690c4e7,4c1a8ea6-b690-3c28-a02e-ebd82190ee65,Marcos263 Cronin387,M,GENERAL PRACTICE,885 WASHINGTON ST,BOSTON,MA,021111415,42.3479909,-71.064924,33,0
39319d59-9fea-382d-a90c-b870b45fbd24,a7147477-c4dd-3018-b921-2707d7e098ee,Chrystal576 Kreiger457,F,GENERAL PRACTICE,164 PARKINGWAY,QUINCY,MA,021695020,42.245070088637796,-71.00313070924581,10,0
a6abe8fa-d678-3d9c-888d-4c84180d3312,5ba6765a-f335-36b0-9c6a-6bb494c5330d,Sasha806 Schamberger479,F,GENERAL PRACTICE,31 OLD ROUTE 7,WESTWOOD,MA,020902333,42.2139873,-71.2244987,7,0
95fc8b1c-1e88-3590-8c44-bac41cf6c979,b6eeaaf7-1683-3bcb-b6ee-81ce304636ef,Zachery872 Pagac496,M,GENERAL PRACTICE,170 GOVERNORS AVE,MELROSE,MA,021763225,42.4564323,-71.064182,833,0
d29ce7e1-db67-3723-938f-754f59944de3,1c42af32-f17e-32ec-b007-4ff8e2de493e,Sherman440 Wunsch504,M,GENERAL PRACTICE,235 NORTH PEARL STREET,STOUGHTON,MA,020723396,42.1004556,-71.0668392,44,0
847b9f6c-4376-30f3-83a8-50f00d3bdd1b,12dc66ee-e2c7-3d5a-892e-157ff1d47f32,Venice604 Rogahn59,F,GENERAL PRACTICE,242 GREEN ST,WINCHENDON,MA,014751820,42.68061,-72.060691,122,0
a26c63de-b727-35a4-b441-587a68dbb929,d613e441-68e8-3502-8adb-3f770a1276bf,Marcos263 Caldera106,M,GENERAL PRACTICE,114 WATER ST,MILFORD,MA,017573007,42.13661855,-71.53474614336832,145,0
c867941e-cf5b-3f3f-909e-c6b2977d55da,5560b42e-563f-33e7-aa77-a2d17ab90066,Adalberto916 Brown30,M,GENERAL PRACTICE,10 CABOT RD STE 201,STOUGHTON,MA,020723754,42.1252079,-71.1022015,48,0
b3ef3c10-01db-32f3-b0b3-1c7feaa30611,de29a374-221b-3cb4-8051-a02c1a35e5b7,Gwyneth692 Marvin195,F,GENERAL PRACTICE,562 WASHINGTON ST,SOUTH ATTLEBORO,MA,027036942,41.912892049999996,-71.36135809627689,130,0
9af083e6-dea0-38b8-b37e-d44541dd768d,b0b89e26-30e3-35d4-af87-29fb529579cf,Julian715 Jakubowski832,M,GENERAL PRACTICE,391 HANOVER ST,FALL RIVER,MA,027205432,41.71019285,-71.14377103194548,2,0
bed6c7d4-9765-3565-9a21-31e258b31de3,ea153d0a-9ccc-3769-9a25-934b417071b7,Tashina114 Towne435,F,GENERAL PRACTICE,463 WORCESTER RD,FRAMINGHAM,MA,017015354,42.3095704,-71.4413097,243,0
15763b6a-e0cf-3fb1-a3b0-96a4c60745dc,d3085315-9893-34c7-8889-3a31dc17c2b0,Ethyl508 Rau926,F,GENERAL PRACTICE,1428 MAIN ST STE 7,WALPOLE,MA,020811729,42.1325911,-71.2618886,164,0
4ced171b-a984-30b1-8c6c-f637af47e7a2,cfdca72d-58a2-3bb6-9986-81a5be27f92f,Dora90 Dach178,F,GENERAL PRACTICE,30 MA AVE,NORTH ANDOVER,MA,018453458,42.6839894,-71.1127065,11,0
8fb3207d-20d2-30b0-a0a3-3c6e969f65d9,eed72b73-31ec-3f0a-9ec4-cee4ea7da02a,Love546 Stoltenberg489,F,GENERAL PRACTICE,154 WATER ST,DANVERS,MA,019234103,42.54484315,-70.91821226389943,2,0
1d99b0e7-ef5e-3a44-a243-3870de67c814,469171e3-f6ec-3258-8e16-7038f6a439c0,Rodger755 Brakus656,M,GENERAL PRACTICE,COUNTRYSIDE DRIVE,MILFORD,MA,017571252,42.1413353,-71.5192019,4,0
a5bee6ed-969d-3031-91d2-18df9cd63743,6da1fb82-e214-3226-b32c-e93faf0c3764,Hwa978 Hane680,F,GENERAL PRACTICE,1 UNION STREET,LAWRENCE,MA,018401815,42.706184,-71.153288,1,0
f9bd7bc1-82ba-3c30-835a-ae95e0309505,18061fd5-fda8-3e2d-87f0-0f3c87211bcc,Omer483 Koepp521,M,GENERAL PRACTICE,1493 CAMBRIDGE ST,SOMERVILLE,MA,021431408,42.3875968,-71.0994968,264,0
bf6a9536-dccf-389e-bb2c-975fb68add3b,1faab3d1-2ae5-3110-8e5f-c65b92ca906d,Terri848 Ankunding277,F,GENERAL PRACTICE,29 LEWIS AVE,GREAT BARRINGTON,MA,012301713,42.19093125,-73.3715000043024,160,0
d35b5df4-f7ad-3871-96ba-cb72999384d6,a2b4aab1-3117-3d51-81d3-81c0ed9ad6f4,Ezequiel972 Kertzmann286,M,GENERAL PRACTICE,34 SCHOOL ST,FOXBOROUGH,MA,020352318,42.06467495,-71.25151295640843,24,0
ba4b46b4-c0af-35f2-8c2a-6fd136b70cd6,76281d34-caff-30e0-8545-bcdf33182109,Jewell855 Schmeler639,M,GENERAL PRACTICE,500 WILBUR AVENUE,SOMERSET,MA,027252051,41.72075205,-71.16843052114558,79,0
d2272573-34f7-3d9f-9dd8-b170efbafc5f,4633340c-c833-30a3-ab0e-f5cfa5fda28b,Kimberly627 Trantow673,F,GENERAL PRACTICE,250 GREEN ST,GARDNER,MA,014401377,42.586896550000006,-71.98672640006858,41,0
6121d7ea-ba55-316e-a577-90626e177db8,7e97f720-f99d-3402-98a4-a144aaa5bd01,Karl184 Hansen121,F,GENERAL PRACTICE,210 JONES RD,FALMOUTH,MA,025402974,41.5614958,-70.6117407224321,44,0
2cccb81a-cff6-3988-a57a-1861802b22de,b3ada130-6443-3a8e-98c7-4ec127a2b0c4,Ned189 Haley279,M,GENERAL PRACTICE,ONE GREAT ROAD,ACTON,MA,017205601,42.4850931,-71.43284,23,0
533f2042-e537-3f5b-91c2-790c56be6712,7489f6e0-fee6-3fff-90b6-444868eb907c,Mariette443 Rau926,F,GENERAL PRACTICE,1 KIDDIE DRIVE  SUITE 106,AVON,MA,023221182,42.130150349999994,-71.05720685110387,1,0
e8520592-d8fb-3684-a821-e055d10175d3,06f1d816-dd54-3409-bd94-8dc2745f807c,Erin498 Hand679,M,GENERAL PRACTICE,12 KENT WAY  SUITE 210,BYFIELD,MA,019221221,42.75468625,-70.9451078257969,6,0
3c804416-2a1a-3a80-a11a-368553935251,acffdfa8-1383-3929-8c99-e73969491439,Warren653 O'Keefe54,M,GENERAL PRACTICE,1153 CENTRE ST,BOSTON,MA,021303446,42.3017598,-71.12855793387442,214,0
2a861895-0d94-3333-a40f-546d633edf83,044e0760-ec11-3452-a46e-8af2bbeec083,Terry864 Towne435,M,GENERAL PRACTICE,90 WEST STREET,WILMINGTON,MA,018873039,42.54038775,-71.13933791916014,1,0
c4c9d3ae-b867-3d39-a645-c7f4f4b2d73c,43e33b67-64ac-3314-99ee-114fb2b56b80,Fidel864 Cummerata161,M,GENERAL PRACTICE,200 HILLSIDE CIRCLE  SUITE 2,WEST SPRINGFIELD,MA,010894681,42.105237,-72.6213712,15,0
3f660196-8214-35ee-bbbc-9501544afcfe,1e11392b-1278-3e70-93cd-f396cbd0c265,Gino587 Block661,M,GENERAL PRACTICE,115 LINCOLN ST,NATICK,MA,017607700,42.2843753,-71.3441395,1274,0
